ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,log_price,daily_log_return
000001.SH,20031021,1364.301,1359.51,1364.605,1350.208,1359.498,4.803,0.3533,6978882.0,4787531.285,7.218397488545178,0.0035266956028259244
000001.SH,20031022,1398.01,1366.105,1403.101,1363.092,1364.301,33.709,2.4708,14991770.0,10377948.29,7.242805075843995,0.024407587298816757
000001.SH,20031023,1386.653,1398.587,1407.39,1384.639,1398.01,-11.357,-0.8124,10067611.0,7122411.367,7.2346482087694,-0.008156867074594842
000001.SH,20031024,1381.83,1385.898,1389.875,1376.714,1386.653,-4.823,-0.3478,8802022.0,6222542.416,7.231163986631002,-0.003484222138397719
000001.SH,20031027,1369.463,1381.836,1383.597,1361.191,1381.83,-12.367,-0.895,7986507.0,5789548.93,7.2221739711786155,-0.008990015452386757
000001.SH,20031028,1369.325,1365.998,1382.597,1356.488,1369.463,-0.138,-0.0101,10144264.0,6789754.76,7.222073196675356,-0.00010077450325951531
000001.SH,20031029,1361.487,1372.346,1375.91,1344.423,1369.325,-7.838,-0.5724,13159073.0,9378462.74,7.216332763775904,-0.005740432899451697
000001.SH,20031030,1344.633,1360.018,1360.068,1340.292,1361.487,-16.854,-1.2379,8787059.0,5985314.885,7.2038763923486755,-0.012456371427228774
000001.SH,20031031,1348.303,1341.504,1364.663,1334.784,1344.633,3.67,0.2729,9987478.0,6598744.655,7.2066020436616585,0.0027256513129829685
000001.SH,20031103,1364.055,1346.481,1367.336,1339.958,1348.303,15.752,1.1683,10537930.0,6758509.83,7.218217160171119,0.011615116509460677
000001.SH,20031104,1389.545,1363.957,1412.91,1363.901,1364.055,25.49,1.8687,23878401.0,15740351.617,7.236731634408422,0.01851447423730246
000001.SH,20031105,1385.11,1389.72,1396.86,1375.992,1389.545,-4.435,-0.3192,14604982.0,9346963.512,7.2335348378503195,-0.003196796558102122
000001.SH,20031106,1356.79,1384.67,1385.844,1351.095,1385.11,-28.32,-2.0446,16505217.0,10778479.931,7.212876894727459,-0.020657943122860623
000001.SH,20031107,1335.205,1353.43,1353.454,1323.118,1356.79,-21.585,-1.5909,14484250.0,9370418.52,7.1968401170979535,-0.016036777629505394
000001.SH,20031110,1340.097,1330.957,1340.867,1322.048,1335.205,4.892,0.3664,8309790.0,5548321.466,7.200497278384769,0.00365716128681548
000001.SH,20031111,1343.616,1340.32,1350.387,1331.117,1340.097,3.519,0.2626,9039080.0,5906508.379,7.203119765973278,0.002622487588508804
000001.SH,20031112,1317.792,1341.569,1341.578,1316.847,1343.616,-25.824,-1.922,9514887.0,6200651.57,7.183712887737359,-0.01940687823591869
000001.SH,20031113,1319.608,1313.929,1324.983,1307.395,1317.792,1.816,0.1378,8370391.0,5456608.533,7.185090001779215,0.0013771140418556982
000001.SH,20031114,1331.051,1318.722,1331.421,1312.788,1319.608,11.443,0.8672,7507954.0,4940258.695,7.193724134715878,0.008634132936663264
000001.SH,20031117,1328.103,1330.487,1333.414,1323.682,1331.051,-2.948,-0.2215,5861500.0,3907009.492,7.191506887269703,-0.002217247446174575
000001.SH,20031118,1316.562,1334.654,1336.099,1314.987,1328.103,-11.541,-0.869,14755359.0,9385899.847,7.182779072396382,-0.008727814873321194
000001.SH,20031119,1338.87,1313.836,1341.563,1312.562,1316.562,22.308,1.6944,10208003.0,6767137.465,7.199581253599247,0.016802181202864475
000001.SH,20031120,1376.506,1338.604,1377.118,1336.14,1338.87,37.636,2.811,20390415.0,13279890.928,7.227303683454383,0.027722429855136177
000001.SH,20031121,1361.559,1379.937,1394.568,1359.902,1376.506,-14.947,-1.0859,20088345.0,13213181.209,7.216385645732373,-0.010918037722009721
000001.SH,20031124,1404.008,1360.328,1404.247,1360.231,1361.559,42.449,3.1177,18450591.0,12336724.8,7.2470862825752205,0.030700636842847295
000001.SH,20031125,1408.415,1407.755,1423.582,1400.899,1404.008,4.407,0.3139,25213533.0,17502878.792,7.250220237607596,0.0031339550323759013
000001.SH,20031126,1411.909,1407.302,1413.769,1398.032,1408.415,3.494,0.2481,16574547.0,11468125.152,7.252697968384284,0.002477730776687892
000001.SH,20031127,1389.103,1412.308,1415.74,1387.787,1411.909,-22.806,-1.6153,14961349.0,10217130.292,7.236413494072742,-0.016284474311542674
000001.SH,20031128,1397.225,1388.312,1401.463,1385.818,1389.103,8.122,0.5847,12004909.0,8451705.659,7.2422434057013145,0.005829911628572937
000001.SH,20031201,1432.703,1398.706,1432.821,1398.706,1397.225,35.478,2.5392,18134167.0,12584203.039,7.267318148845623,0.025074743144308798
000001.SH,20031202,1435.314,1437.24,1444.565,1430.237,1432.703,2.611,0.1822,19446542.0,13336005.095,7.2691389195881495,0.0018207707425261788
000001.SH,20031203,1445.026,1434.697,1462.073,1424.349,1435.314,9.712,0.6766,21456555.0,14797767.736,7.275882593464244,0.006743673876094647
000001.SH,20031204,1452.809,1445.4,1454.323,1440.82,1445.026,7.783,0.5386,18295454.0,13368886.968,7.281254202761761,0.005371609297516677
000001.SH,20031205,1451.118,1454.413,1456.866,1440.789,1452.809,-1.691,-0.1164,14946759.0,10633741.01,7.2800895728029955,-0.0011646299587653175
000001.SH,20031208,1436.663,1452.113,1459.48,1435.139,1451.118,-14.455,-0.9961,13265913.0,9186330.78,7.27007834222225,-0.010011230580745156
000001.SH,20031209,1443.366,1435.099,1443.61,1429.064,1436.663,6.703,0.4666,10902273.0,7874664.948,7.274733164866765,0.004654822644514667
000001.SH,20031210,1469.422,1449.567,1469.713,1448.497,1443.366,26.056,1.8052,19950479.0,14227133.362,7.292624405171551,0.017891240304786393
000001.SH,20031211,1470.023,1472.385,1475.377,1460.193,1469.422,0.601,0.0409,18492372.0,13753307.727,7.293033325908884,0.0004089207373327852
000001.SH,20031212,1470.792,1469.702,1472.864,1459.549,1470.023,0.769,0.0523,14712021.0,10809049.651,7.293556310195571,0.0005229842866869561
000001.SH,20031215,1470.357,1471.244,1474.671,1465.505,1470.792,-0.435,-0.0296,11016232.0,8211120.001,7.293260507430617,-0.0002958027649544448
000001.SH,20031216,1466.337,1469.119,1469.119,1441.063,1470.357,-4.02,-0.2734,16081470.0,11365395.99,7.290522733245795,-0.002737774184821795
000001.SH,20031217,1453.995,1465.606,1480.433,1453.883,1466.337,-12.342,-0.8417,16846909.0,12189970.119,7.282070219298006,-0.008452513947789342
000001.SH,20031218,1457.301,1450.854,1458.671,1445.08,1453.995,3.306,0.2274,13999332.0,10424715.509,7.284341373739923,0.002271154441917389
000001.SH,20031219,1446.285,1463.448,1470.206,1429.71,1457.301,-11.016,-0.7559,23648083.0,16958311.65,7.276753478733641,-0.007587895006281542
000001.SH,20031222,1492.963,1444.173,1493.535,1441.585,1446.285,46.678,3.2274,26469778.0,19673211.092,7.308518014914622,0.03176453618098041
000001.SH,20031223,1500.64,1497.572,1507.035,1487.115,1492.963,7.677,0.5142,24395818.0,17459588.266,7.313646962760629,0.005128947846007037
000001.SH,20031224,1513.825,1501.355,1514.317,1498.98,1500.64,13.185,0.8786,20473786.0,15566224.52,7.32239483946984,0.00874787670921151
000001.SH,20031225,1512.597,1514.929,1525.299,1504.252,1513.825,-1.228,-0.0811,20516744.0,15161349.343,7.321583320080018,-0.0008115193898223794
000001.SH,20031226,1514.775,1513.113,1516.483,1504.133,1512.597,2.178,0.144,15737384.0,12143883.685,7.323022192062562,0.0014388719825442209
000001.SH,20031229,1496.427,1509.281,1512.975,1495.535,1514.775,-18.348,-1.2113,14073034.0,10447007.003,7.310835545615142,-0.012186646447419847
000001.SH,20031230,1511.691,1495.669,1513.728,1495.391,1496.427,15.264,1.02,15176575.0,11547472.687,7.320984170774725,0.010148625159582814
000001.SH,20031231,1497.044,1513.616,1516.523,1491.248,1511.691,-14.647,-0.9689,14562384.0,11149813.605,7.311247776105257,-0.009736394669467963
000001.SH,20040102,1517.193,1492.724,1526.244,1491.694,1497.044,20.149,1.3459,16680528.0,12531961.031,7.324617196041907,0.013369419936649862
000001.SH,20040105,1568.353,1516.797,1568.815,1516.697,1517.193,51.16,3.372,28573006.0,21464334.83,7.35778130312397,0.03316410708206252
000001.SH,20040106,1574.523,1568.899,1589.083,1557.927,1568.353,6.17,0.3934,32698229.0,24071373.0,7.36170764824639,0.003926345122420294
000001.SH,20040107,1587.204,1574.102,1594.997,1565.087,1574.523,12.681,0.8054,30530408.0,23081933.933,7.369729256688723,0.008021608442333239
000001.SH,20040108,1610.126,1587.451,1616.576,1582.88,1587.204,22.922,1.4442,28440593.0,22109284.268,7.384067715785852,0.01433845909712872
000001.SH,20040109,1581.466,1612.39,1618.764,1579.686,1610.126,-28.66,-1.78,32068668.0,25029921.845,7.366107543937305,-0.01796017184854648
000001.SH,20040112,1618.518,1579.875,1619.094,1573.77,1581.466,37.052,2.3429,22984141.0,18516250.786,7.389266194713168,0.023158650775862988
000001.SH,20040113,1612.683,1622.047,1627.486,1596.718,1618.518,-5.835,-0.3605,25933632.0,20596110.973,7.385654530602703,-0.00361166411046554
000001.SH,20040114,1592.423,1612.916,1613.153,1585.906,1612.683,-20.26,-1.2563,20499875.0,15658247.615,7.373012034628988,-0.012642495973715029
000001.SH,20040115,1586.493,1591.818,1601.414,1582.357,1592.423,-5.93,-0.3724,18761966.0,14540641.985,7.369281198785341,-0.0037308358436467515
000001.SH,20040116,1600.425,1589.377,1604.756,1579.241,1586.493,13.932,0.8782,20528933.0,16190878.965,7.378024497955798,0.008743299170457242
000001.SH,20040129,1628.837,1605.247,1629.178,1603.314,1600.425,28.412,1.7753,18479304.0,14918171.729,7.395621542208216,0.017597044252418037
000001.SH,20040130,1590.729,1631.11,1634.413,1589.401,1628.837,-38.108,-2.3396,24062130.0,19061625.544,7.371947680705631,-0.023673861502585325
000001.SH,20040202,1623.88,1630.654,1650.291,1585.958,1590.729,33.151,2.084,34588300.0,27005597.668,7.392573626365887,0.020625945660255773
000001.SH,20040203,1649.282,1625.288,1650.236,1615.813,1623.88,25.402,1.5643,26584224.0,21164115.374,7.408095320673579,0.015521694307691902
000001.SH,20040204,1685.159,1652.614,1685.765,1652.613,1649.282,35.877,2.1753,32564901.0,26611897.411,7.429615200352451,0.021519879678872478
000001.SH,20040205,1693.428,1690.938,1693.9,1674.623,1685.159,8.269,0.4907,32630049.0,26337210.816,7.434510155853574,0.004894955501122844
000001.SH,20040206,1679.193,1690.559,1705.908,1671.396,1693.428,-14.235,-0.8406,33895954.0,26840607.054,7.426068599845996,-0.008441556007578122
000001.SH,20040209,1703.529,1679.581,1703.772,1679.096,1679.193,24.336,1.4493,26179743.0,21366236.545,7.4404572607307005,0.014388660884704585
000001.SH,20040210,1691.009,1708.896,1715.464,1683.596,1703.529,-12.52,-0.7349,27465357.0,22258809.465,7.433080671178917,-0.007376589551783219
000001.SH,20040211,1677.759,1691.608,1692.902,1660.009,1691.009,-13.25,-0.7836,26577917.0,20943277.467,7.425214253351185,-0.007866417827732342
000001.SH,20040212,1663.832,1679.081,1693.013,1660.313,1677.759,-13.927,-0.8301,27122353.0,21718092.966,7.416878654745733,-0.008335598605452077
000001.SH,20040213,1658.539,1664.603,1672.439,1653.24,1663.832,-5.293,-0.3181,22697762.0,18580437.128,7.413692373335229,-0.0031862814105041437
000001.SH,20040216,1696.827,1661.452,1697.26,1661.445,1658.539,38.288,2.3085,22991106.0,19420663.809,7.436515315429389,0.02282294209416058
000001.SH,20040217,1703.774,1701.409,1710.857,1693.965,1696.827,6.947,0.4094,29754209.0,25884237.639,7.440601069485262,0.004085754055872748
000001.SH,20040218,1717.096,1704.745,1719.888,1697.317,1703.774,13.322,0.7819,29218375.0,25488156.805,7.448389770807988,0.0077887013227257995
000001.SH,20040219,1717.015,1719.309,1728.022,1710.705,1717.096,-0.081,-0.0047,27338781.0,23640127.896,7.44834259702705,-4.7173780937548315e-05
000001.SH,20040220,1721.752,1715.806,1722.574,1702.929,1717.015,4.737,0.2759,23409159.0,19954141.368,7.451097656032961,0.002755059005910887
000001.SH,20040223,1681.654,1725.594,1730.279,1680.893,1721.752,-40.098,-2.3289,28562975.0,23885964.535,7.427533111881123,-0.02356454415183773
000001.SH,20040224,1682.297,1675.635,1683.043,1650.177,1681.654,0.643,0.0382,26999381.0,21955399.418,7.427915400450624,0.0003822885695008438
000001.SH,20040225,1647.381,1684.902,1700.498,1642.691,1682.297,-34.916,-2.0755,24586205.0,20221345.452,7.406942033115399,-0.020973367335225035
000001.SH,20040226,1654.898,1642.409,1655.295,1628.84,1647.381,7.517,0.4563,23111684.0,18267056.616,7.411494654491929,0.004552621376530119
000001.SH,20040227,1675.067,1657.262,1675.323,1657.039,1654.898,20.169,1.2187,19708363.0,16461930.207,7.423608443459188,0.012113788967258898
000001.SH,20040301,1689.76,1676.222,1690.07,1661.339,1675.067,14.693,0.8772,19990178.0,17093334.922,7.432341785998164,0.008733342538976174
000001.SH,20040302,1687.278,1692.616,1694.815,1677.979,1689.76,-2.482,-0.1469,20507503.0,17387185.256,7.430871858536938,-0.0014699274612262059
000001.SH,20040303,1661.812,1686.964,1688.935,1654.564,1687.278,-25.466,-1.5093,19239974.0,15950583.165,7.415663852290379,-0.015208006246559158
000001.SH,20040304,1668.874,1658.634,1670.156,1642.625,1661.812,7.062,0.425,17885429.0,14706938.122,7.4199044265040275,0.004240574213648429
000001.SH,20040305,1662.096,1671.061,1675.026,1660.213,1668.874,-6.778,-0.4061,16075569.0,13261255.967,7.415834735480101,-0.004069691023926403
000001.SH,20040308,1637.144,1660.642,1665.728,1635.438,1662.096,-24.952,-1.5012,15639185.0,12839133.241,7.400708539293452,-0.015126196186648677
000001.SH,20040309,1637.099,1636.206,1659.647,1634.71,1637.144,-0.045,-0.0027,16222457.0,12679282.772,7.400681052023875,-2.7487269577797235e-05
000001.SH,20040310,1678.073,1639.68,1678.403,1639.68,1637.099,40.974,2.5028,16554574.0,13186223.791,7.425401390252506,0.024720338228631178
000001.SH,20040311,1691.643,1680.313,1698.781,1672.668,1678.073,13.57,0.8087,18503378.0,15692468.661,7.433455524996232,0.00805413474372596
000001.SH,20040312,1694.743,1692.87,1699.249,1680.452,1691.643,3.1,0.1833,15975439.0,13584364.985,7.435286385899831,0.0018308609035990742
000001.SH,20040315,1736.22,1696.942,1738.984,1696.824,1694.743,41.477,2.4474,25200172.0,21671367.758,7.459465615301566,0.024179229401735114
000001.SH,20040316,1745.543,1741.623,1747.981,1730.735,1736.22,9.323,0.537,22176250.0,19179496.361,7.4648209610167955,0.005355345715229554
000001.SH,20040317,1745.098,1746.74,1750.713,1730.266,1745.543,-0.445,-0.0255,19090615.0,16477156.978,7.464565993518041,-0.0002549674987548656
000001.SH,20040318,1717.26,1746.176,1755.101,1714.9,1745.098,-27.838,-1.5952,20991205.0,17664375.23,7.448485276340976,-0.01608071717706494
000001.SH,20040319,1747.872,1715.473,1748.187,1710.836,1717.26,30.612,1.7826,17721259.0,14878384.795,7.466154326989664,0.01766905064868851
000001.SH,20040322,1755.685,1749.709,1760.076,1742.372,1747.872,7.813,0.447,17585868.0,14974710.077,7.470614373137823,0.00446004614815898
000001.SH,20040323,1741.695,1755.321,1755.332,1731.489,1755.685,-13.99,-0.7968,18483605.0,15877938.081,7.462614055975164,-0.00800031716265881
000001.SH,20040324,1740.054,1740.89,1752.418,1729.511,1741.695,-1.641,-0.0942,17821554.0,15500502.396,7.461671426209774,-0.0009426297653902793
000001.SH,20040325,1736.477,1737.488,1751.813,1725.984,1740.054,-3.577,-0.2056,16185441.0,13817952.288,7.4596136270633,-0.002057799146474082
000001.SH,20040326,1734.047,1737.058,1741.565,1720.876,1736.477,-2.43,-0.1399,16391962.0,14593097.295,7.458213261932785,-0.0014003651305145581
000001.SH,20040329,1719.674,1734.59,1740.305,1717.864,1734.047,-14.373,-0.8289,16430881.0,14358914.112,7.449890016959772,-0.008323244973013288
000001.SH,20040330,1724.277,1718.783,1727.178,1711.664,1719.674,4.603,0.2677,13746278.0,12300178.21,7.452563111170966,0.0026730942111941047
000001.SH,20040331,1741.623,1726.569,1745.703,1724.21,1724.277,17.346,1.006,16144043.0,14187231.889,7.462572716080265,0.010009604909298808
000001.SH,20040401,1758.147,1744.709,1758.982,1741.33,1741.623,16.524,0.9488,17968146.0,16084637.838,7.472015692496794,0.009442976416528914
000001.SH,20040402,1768.645,1760.467,1771.672,1756.653,1758.147,10.498,0.5971,21285401.0,18900257.026,7.477968995671841,0.00595330317504672
000001.SH,20040405,1766.483,1771.737,1774.12,1753.713,1768.645,-2.162,-0.1222,23761206.0,21645503.89,7.476745843203502,-0.0012231524683388173
000001.SH,20040406,1777.516,1767.322,1777.744,1754.741,1766.483,11.033,0.6246,23055705.0,20784275.542,7.482972163043353,0.006226319839851335
000001.SH,20040407,1774.552,1779.427,1783.007,1771.13,1777.516,-2.964,-0.1667,22372671.0,20473708.013,7.481303275686501,-0.0016688873568524443
000001.SH,20040408,1770.279,1774.398,1778.095,1765.022,1774.552,-4.273,-0.2408,22368848.0,20656152.813,7.47889244026467,-0.002410835421830626
000001.SH,20040409,1727.348,1770.911,1778.22,1721.59,1770.279,-42.931,-2.4251,24414060.0,22170520.197,7.454342563348041,-0.024549876916629465
000001.SH,20040412,1722.986,1717.203,1729.622,1702.4,1727.348,-4.362,-0.2525,18443419.0,16316105.34,7.45181411113218,-0.0025284522158610656
000001.SH,20040413,1715.136,1724.578,1734.918,1710.391,1722.986,-7.85,-0.4556,19100276.0,16730360.278,7.447247656747484,-0.004566454384695717
000001.SH,20040414,1697.156,1714.526,1716.82,1678.336,1715.136,-17.98,-1.0483,19527414.0,16834938.135,7.436709187939082,-0.010538468808402257
000001.SH,20040415,1679.076,1697.244,1705.017,1674.911,1697.156,-18.08,-1.0653,15138684.0,12962215.891,7.425998921091823,-0.01071026684725851
000001.SH,20040416,1693.861,1678.972,1694.557,1656.302,1679.076,14.785,0.8805,17515443.0,14467179.283,7.434765817536034,0.008766896444210914
000001.SH,20040419,1675.885,1695.333,1698.691,1672.354,1693.861,-17.976,-1.0612,13792015.0,11694357.481,7.42409666293607,-0.010669154599963981
000001.SH,20040420,1669.422,1674.363,1682.05,1659.946,1675.885,-6.463,-0.3856,12861664.0,11079449.273,7.420232737717247,-0.003863925218823283
000001.SH,20040421,1651.577,1669.382,1675.36,1645.078,1669.422,-17.845,-1.0689,15247235.0,12293836.119,7.409485868024923,-0.010746869692323635
000001.SH,20040422,1657.785,1649.051,1659.791,1637.29,1651.577,6.208,0.3759,12550463.0,10241894.06,7.413237652980407,0.0037517849554840055
000001.SH,20040423,1635.501,1653.944,1653.99,1632.559,1657.785,-22.284,-1.3442,12261552.0,9802429.154,7.399704458412064,-0.013533194568343454
000001.SH,20040426,1635.499,1633.269,1644.502,1623.049,1635.501,-0.002,-0.0001,10212564.0,8296342.062,7.39970323554444,-1.222867624051105e-06
000001.SH,20040427,1611.86,1636.438,1640.695,1608.811,1635.499,-23.639,-1.4454,12739215.0,10412613.734,7.385144070659777,-0.014559164884662579
000001.SH,20040428,1606.801,1606.421,1615.143,1589.1,1611.86,-5.059,-0.3139,12500215.0,10169454.96,7.382000524839925,-0.0031435458198521005
000001.SH,20040429,1579.447,1605.302,1613.555,1578.094,1606.801,-27.354,-1.7024,13425744.0,10990144.354,7.364830064756717,-0.017170460083208106
000001.SH,20040430,1595.587,1579.966,1599.561,1572.23,1579.447,16.14,1.0219,12418380.0,9950046.172,7.3749969725926965,0.010166907835979622
000001.SH,20040510,1560.215,1600.626,1603.074,1555.26,1595.587,-35.372,-2.2169,8180914.0,6320908.281,7.352578911260029,-0.022418061332667882
000001.SH,20040511,1568.059,1556.717,1570.761,1545.631,1560.215,7.844,0.5028,7744398.0,6118224.48,7.357593827753475,0.005014916493446542
000001.SH,20040512,1603.768,1568.409,1604.424,1564.139,1568.059,35.709,2.2773,10985571.0,8683936.914,7.380111139561327,0.022517311807852103
000001.SH,20040513,1597.57,1605.704,1606.072,1589.458,1603.768,-6.198,-0.3865,8865662.0,7298789.887,7.376239003758043,-0.0038721358032844932
000001.SH,20040514,1562.688,1596.734,1597.319,1558.538,1597.57,-34.882,-2.1834,9411454.0,7340282.201,7.354162694372686,-0.02207630938535665
000001.SH,20040517,1539.959,1556.673,1562.392,1537.466,1562.688,-22.729,-1.4545,8401339.0,6490719.274,7.339511071676643,-0.01465162269604292
000001.SH,20040518,1555.442,1537.338,1555.859,1526.238,1539.959,15.483,1.0054,12053320.0,9771755.65,7.349515028596547,0.010003956919903523
000001.SH,20040519,1558.287,1559.262,1575.378,1548.161,1555.442,2.845,0.1829,12488554.0,9588837.589,7.351342419992334,0.0018273913957873589
000001.SH,20040520,1549.061,1556.685,1571.303,1542.219,1558.287,-9.226,-0.5921,9150006.0,7063731.107,7.345404219886807,-0.005938200105527258
000001.SH,20040521,1558.33,1548.563,1559.859,1545.619,1549.061,9.269,0.5984,8438086.0,6357027.239,7.3513700140149565,0.005965794128149682
000001.SH,20040524,1550.348,1559.552,1562.332,1547.359,1558.33,-7.982,-0.5122,7460342.0,5981192.678,7.34623470084235,-0.005135313172606182
000001.SH,20040525,1518.045,1549.021,1549.588,1516.345,1550.348,-32.303,-2.0836,9189448.0,7048290.558,7.325178601784967,-0.02105609905738337
000001.SH,20040526,1524.436,1515.156,1529.914,1508.645,1518.045,6.391,0.421,7406569.0,5533020.251,7.3293797845697135,0.004201182784746571
000001.SH,20040527,1557.178,1524.943,1559.551,1515.973,1524.436,32.742,2.1478,12268552.0,9268049.514,7.350630487714589,0.02125070314487587
000001.SH,20040528,1548.722,1558.416,1561.004,1545.648,1557.178,-8.456,-0.543,8526790.0,6628512.83,7.3451853536838785,-0.005445134030710896
000001.SH,20040531,1555.906,1549.031,1556.794,1544.713,1548.722,7.184,0.4639,7318381.0,5586197.146,7.349813291602446,0.004627937918567859
000001.SH,20040601,1579.658,1555.562,1579.82,1553.118,1555.906,23.752,1.5266,12991531.0,11035326.08,7.3649636468948945,0.015150355292448126
000001.SH,20040602,1567.067,1580.209,1580.57,1562.239,1579.658,-12.591,-0.7971,13664552.0,11697217.652,7.356960998302215,-0.008002648592679407
000001.SH,20040603,1543.527,1566.421,1566.828,1540.741,1567.067,-23.54,-1.5022,11297773.0,9216851.626,7.341825336500588,-0.015135661801626732
000001.SH,20040604,1542.086,1541.093,1549.496,1534.992,1543.527,-1.441,-0.0934,10476024.0,8151322.965,7.340891324293122,-0.0009340122074661394
000001.SH,20040607,1517.145,1538.463,1538.499,1508.874,1542.086,-24.941,-1.6174,9125217.0,7066976.039,7.324585558168997,-0.016305766124125043
000001.SH,20040608,1493.814,1514.783,1519.991,1488.63,1517.145,-23.331,-1.5378,10013928.0,7770319.393,7.309087859950276,-0.015497698218720934
000001.SH,20040609,1468.071,1492.199,1497.182,1464.16,1493.814,-25.743,-1.7233,11315240.0,8756699.954,7.291704573127522,-0.017383286822754584
000001.SH,20040610,1468.344,1465.556,1478.167,1456.321,1468.071,0.273,0.0186,10254900.0,7739197.766,7.291890514147974,0.0001859410204527734
000001.SH,20040611,1472.072,1471.689,1499.459,1469.536,1468.344,3.728,0.2539,10370525.0,7772181.828,7.294426211136096,0.002535696988121394
000001.SH,20040614,1438.736,1471.446,1471.446,1431.314,1472.072,-33.336,-2.2646,10371316.0,7593384.407,7.271520229319766,-0.02290598181633019
000001.SH,20040615,1463.777,1436.082,1469.571,1433.033,1438.736,25.041,1.7405,9947545.0,7223726.31,7.2887753605146495,0.017255131194883866
000001.SH,20040616,1475.416,1465.227,1491.686,1452.578,1463.777,11.639,0.7951,10870802.0,7844605.933,7.296695262908142,0.007919902393492606
000001.SH,20040617,1445.501,1475.273,1478.489,1443.534,1475.416,-29.915,-2.0276,9221102.0,6783634.602,7.276211253258306,-0.02048400964983621
000001.SH,20040618,1427.301,1442.476,1442.48,1411.031,1445.501,-18.2,-1.2591,9926429.0,7343849.399,7.263540527259032,-0.01267072599927399
000001.SH,20040621,1433.467,1421.828,1434.204,1414.969,1427.301,6.166,0.432,7607222.0,5846250.559,7.267851264479445,0.004310737220412975
000001.SH,20040622,1450.683,1434.416,1456.13,1430.963,1433.467,17.216,1.201,10669819.0,8316544.972,7.279789758995461,0.011938494516016362
000001.SH,20040623,1440.729,1450.069,1450.109,1428.797,1450.683,-9.954,-0.6862,8293680.0,6505749.062,7.272904514468747,-0.006885244526714018
000001.SH,20040624,1427.754,1438.311,1447.394,1426.492,1440.729,-12.975,-0.9006,9118140.0,6935926.26,7.263857859151974,-0.009046655316772956
000001.SH,20040625,1401.113,1426.554,1434.473,1399.391,1427.754,-26.641,-1.8659,9442829.0,7064110.522,7.245022199758237,-0.018835659393737103
000001.SH,20040628,1385.181,1396.361,1397.522,1380.197,1401.113,-15.932,-1.1371,7945725.0,5621284.297,7.233586096003355,-0.011436103754881799
000001.SH,20040629,1408.689,1384.643,1409.376,1376.218,1385.181,23.508,1.6971,10211618.0,6847560.938,7.250414763617899,0.01682866761454349
000001.SH,20040630,1399.162,1408.272,1415.844,1394.676,1408.689,-9.527,-0.6763,8200829.0,5567715.022,7.243628764959382,-0.00678599865851659
000001.SH,20040701,1441.068,1398.198,1445.102,1396.347,1399.162,41.906,2.9951,13822167.0,9389312.62,7.273139784337904,0.029511019378522185
000001.SH,20040702,1441.19,1441.121,1447.612,1428.074,1441.068,0.122,0.0085,10672663.0,7259998.538,7.27322444018764,8.465584973560425e-05
000001.SH,20040705,1444.59,1440.17,1444.932,1429.12,1441.19,3.4,0.2359,8143382.0,5422659.493,7.275580823261346,0.002356383073705892
000001.SH,20040706,1450.501,1445.398,1466.784,1445.316,1444.59,5.911,0.4092,12081793.0,8269708.723,7.279664292978663,0.004083469717317101
000001.SH,20040707,1438.398,1448.95,1448.956,1434.293,1450.501,-12.103,-0.8344,7824621.0,5335863.487,7.271285273282574,-0.008379019696088896
000001.SH,20040708,1439.783,1436.473,1440.638,1426.948,1438.398,1.385,0.0963,6905350.0,4646707.892,7.272247686770053,0.0009624134874792745
000001.SH,20040709,1430.654,1439.735,1451.752,1429.139,1439.783,-9.129,-0.6341,7126978.0,4903993.923,7.265886961362018,-0.006360725408035783
000001.SH,20040712,1397.148,1426.251,1426.251,1393.807,1430.654,-33.506,-2.342,8381892.0,5651494.123,7.24218829494837,-0.023698666413647373
000001.SH,20040713,1399.461,1395.353,1403.141,1389.159,1397.148,2.313,0.1656,6994804.0,4573022.594,7.2438424414718225,0.0016541465234523045
000001.SH,20040714,1403.755,1399.865,1408.987,1378.912,1399.461,4.294,0.3068,10120781.0,6564523.472,7.24690606793411,0.0030636264622874165
000001.SH,20040715,1421.544,1404.471,1422.256,1399.984,1403.755,17.789,1.2672,12346540.0,8379324.04,7.259498883830445,0.012592815896335097
000001.SH,20040716,1456.13,1423.687,1458.385,1422.24,1421.544,34.586,2.433,22002645.0,14521785.999,7.283537510485185,0.02403862665473966
000001.SH,20040719,1457.537,1456.771,1465.84,1447.05,1456.13,1.407,0.0966,12884180.0,8918160.473,7.2845033038372495,0.0009657933520648143
000001.SH,20040720,1447.941,1457.227,1457.291,1440.056,1457.537,-9.596,-0.6584,12119942.0,8267580.364,7.277897826259173,-0.006605477578076169
000001.SH,20040721,1448.037,1446.517,1452.859,1436.847,1447.941,0.096,0.0066,9319153.0,6525011.931,7.27796412510539,6.629884621656146e-05
000001.SH,20040722,1407.438,1448.128,1449.686,1404.542,1448.037,-40.599,-2.8037,12780094.0,8737395.883,7.249526309310057,-0.028437815795332888
000001.SH,20040723,1407.396,1403.36,1408.457,1387.262,1407.438,-0.042,-0.003,10478622.0,6923956.311,7.249496467408188,-2.9841901868721266e-05
000001.SH,20040726,1387.67,1401.843,1401.881,1381.905,1407.396,-19.726,-1.4016,8098879.0,5300205.791,7.235381360637841,-0.014115106770347552
